,orders_details_id_x,efficiency,class,sifter_speed_nominal_pct,steam_preasure,dd_speed,temp_out,water_pct,water_correction,bigbag_filling_time_end_out,bigbag_filling_time_end_bb,testing_time,slurry_start_time,fat_pct,particles_grp1,particles_grp2,particles_grp3,moisture,usage_pct,elems
102,10,124.0,above,1.0,8.2,9.0,113.0,0.66,-60,2018-08-17 21:15:00.000,2018-08-17 21:15:00.000,2018-08-17 20:30:00.000,2018-08-17 20:30:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
103,10,123.0,above,1.0,8.2,9.0,113.0,0.66,-60,2018-08-17 22:25:00.000,2018-08-17 22:20:00.000,2018-08-17 21:30:00.000,2018-08-17 21:05:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
104,10,95.0,below,1.0,8.2,8.2,112.0,0.66,-60,2018-08-18 00:00:00.000,2018-08-17 23:50:00.000,2018-08-17 23:30:00.000,2018-08-17 23:20:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
105,10,112.0,above,1.0,8.2,8.2,112.0,0.66,-40,2018-08-18 01:10:00.000,2018-08-18 01:10:00.000,2018-08-18 00:30:00.000,2018-08-18 00:20:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
106,10,128.0,above,1.0,8.2,8.2,112.0,0.66,-50,2018-08-18 02:10:00.000,2018-08-18 02:10:00.000,2018-08-18 01:30:00.000,2018-08-18 01:10:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
107,10,117.0,above,1.0,8.2,8.2,112.0,0.66,-40,2018-08-18 03:25:00.000,2018-08-18 03:20:00.000,2018-08-18 02:30:00.000,2018-08-18 02:20:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
108,10,127.0,above,1.0,8.2,8.2,112.0,0.66,-40,2018-08-18 04:25:00.000,2018-08-18 04:25:00.000,2018-08-18 03:30:00.000,2018-08-18 03:30:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
109,10,105.0,optimal,1.0,8.2,8.2,112.0,0.66,-50,2018-08-18 06:45:00.000,2018-08-18 05:30:00.000,2018-08-18 05:30:00.000,2018-08-18 05:30:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
110,10,127.0,above,1.7,8.2,8.2,112.0,0.66,-50,2018-08-18 08:00:00.000,2018-08-18 06:45:00.000,2018-08-18 06:30:00.000,2018-08-18 06:05:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
111,10,101.0,optimal,1.0,8.2,8.5,113.0,0.66,-50,2018-08-18 09:00:00.000,2018-08-18 08:00:00.000,2018-08-18 07:30:00.000,2018-08-18 07:15:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
112,10,79.0,below,1.0,8.2,8.5,113.0,0.66,-50,2018-08-18 10:45:00.000,2018-08-18 08:55:00.000,2018-08-18 08:30:00.000,2018-08-18 08:25:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
113,10,93.0,below,1.7,8.2,8.5,113.0,0.66,-50,2018-08-18 12:05:00.000,2018-08-18 10:45:00.000,2018-08-18 10:30:00.000,2018-08-18 10:30:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
114,10,114.0,above,1.0,8.2,8.5,113.0,0.66,-40,2018-08-18 12:55:00.000,2018-08-18 12:05:00.000,2018-08-18 11:30:00.000,2018-08-18 11:10:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
115,9,70.0,below,0.7,8.2,9.0,113.0,0.66,-60,2018-08-17 17:10:00.000,2018-08-17 17:10:00.000,2018-08-17 16:30:00.000,2018-08-17 16:30:00.000,0.05645500000000001,0.522275,0.195075,0.272465,11.788,1.0,2
116,9,107.0,optimal,0.7,8.2,9.0,113.0,0.66,-60,2018-08-17 18:55:00.000,2018-08-17 18:55:00.000,2018-08-17 18:30:00.000,2018-08-17 18:25:00.000,0.05645500000000001,0.522275,0.195075,0.272465,11.788,1.0,2
117,9,86.0,below,0.7,8.2,9.0,113.0,0.66,-60,2018-08-17 20:25:00.000,2018-08-17 20:25:00.000,2018-08-17 19:30:00.000,2018-08-17 19:25:00.000,0.05645500000000001,0.522275,0.195075,0.272465,11.788,1.0,2
118,9,102.0,optimal,0.7,8.2,9.0,113.0,0.66,-60,2018-08-17 21:35:00.000,2018-08-17 21:35:00.000,2018-08-17 21:30:00.000,2018-08-17 21:05:00.000,0.05645500000000001,0.522275,0.195075,0.272465,11.788,1.0,2
119,9,106.0,optimal,0.7,8.2,9.0,113.0,0.66,-40,2018-08-17 22:50:00.000,2018-08-17 22:50:00.000,2018-08-17 22:30:00.000,2018-08-17 22:20:00.000,0.05645500000000001,0.522275,0.195075,0.272465,11.788,1.0,2
120,9,103.0,optimal,0.7,8.2,8.2,112.0,0.66,-60,2018-08-18 00:10:00.000,2018-08-18 00:10:00.000,2018-08-17 23:30:00.000,2018-08-17 23:20:00.000,0.05645500000000001,0.522275,0.195075,0.272465,11.788,1.0,2
121,9,113.0,above,0.7,8.2,8.2,112.0,0.66,-40,2018-08-18 01:20:00.000,2018-08-18 01:20:00.000,2018-08-18 00:30:00.000,2018-08-18 00:20:00.000,0.05645500000000001,0.522275,0.195075,0.272465,11.788,1.0,2
122,9,109.0,optimal,0.7,8.2,8.2,112.0,0.66,-40,2018-08-18 02:30:00.000,2018-08-18 02:30:00.000,2018-08-18 02:30:00.000,2018-08-18 02:20:00.000,0.05645500000000001,0.522275,0.195075,0.272465,11.788,1.0,2
123,9,126.0,above,0.7,8.2,8.2,112.0,0.66,-40,2018-08-18 03:35:00.000,2018-08-18 03:35:00.000,2018-08-18 03:30:00.000,2018-08-18 03:30:00.000,0.05645500000000001,0.522275,0.195075,0.272465,11.788,1.0,2
124,9,109.0,optimal,0.7,8.2,8.2,112.0,0.66,-50,2018-08-18 04:50:00.000,2018-08-18 04:50:00.000,2018-08-18 04:30:00.000,2018-08-18 04:15:00.000,0.05645500000000001,0.522275,0.195075,0.272465,11.788,1.0,2
125,11,79.0,below,0.8,7.0,7.0,113.0,0.66,-60,2018-08-29 15:20:00.000,2018-08-29 15:30:00.000,2018-08-29 15:30:00.000,2018-08-29 15:05:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
126,11,108.0,optimal,0.8,7.0,7.0,113.0,0.66,-70,2018-08-29 16:50:00.000,2018-08-29 16:50:00.000,2018-08-29 16:30:00.000,2018-08-29 16:30:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
127,11,118.0,above,0.8,7.5,7.0,113.0,0.66,-70,2018-08-29 18:00:00.000,2018-08-29 18:00:00.000,2018-08-29 17:30:00.000,2018-08-29 17:10:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
128,11,114.0,above,0.8,7.5,7.0,113.0,0.66,-70,2018-08-29 19:20:00.000,2018-08-29 19:20:00.000,2018-08-29 18:30:00.000,2018-08-29 18:25:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
129,11,133.0,above,0.8,7.5,7.0,113.0,0.66,-70,2018-08-29 20:55:00.000,2018-08-29 20:55:00.000,2018-08-29 20:30:00.000,2018-08-29 20:20:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
130,11,110.0,optimal,0.9,7.5,7.0,113.0,0.66,-70,2018-08-29 22:05:00.000,2018-08-29 22:05:00.000,2018-08-29 21:30:00.000,2018-08-29 20:55:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
131,11,102.0,optimal,1.0,8.0,7.8,114.0,0.66,-70,2018-08-29 23:25:00.000,2018-08-29 23:25:00.000,2018-08-29 22:30:00.000,2018-08-29 22:10:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
132,11,108.0,optimal,1.0,8.0,7.8,116.0,0.66,-70,2018-08-30 00:40:00.000,2018-08-30 00:40:00.000,2018-08-30 00:30:00.000,2018-08-30 00:05:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
133,11,104.0,optimal,1.0,8.0,7.8,116.0,0.66,-70,2018-08-30 02:00:00.000,2018-08-30 02:00:00.000,2018-08-30 01:30:00.000,2018-08-30 01:15:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
134,11,98.0,optimal,1.0,8.0,7.8,116.0,0.66,-70,2018-08-30 03:25:00.000,2018-08-30 03:25:00.000,2018-08-30 02:30:00.000,2018-08-30 02:00:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
135,11,98.0,optimal,1.0,8.0,7.8,116.0,0.66,-70,2018-08-30 04:50:00.000,2018-08-30 04:50:00.000,2018-08-30 04:30:00.000,2018-08-30 04:20:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
136,11,94.0,below,1.0,8.0,7.8,116.0,0.66,-70,2018-08-30 06:10:00.000,2018-08-30 06:10:00.000,2018-08-30 05:30:00.000,2018-08-30 04:55:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
137,11,104.0,optimal,1.0,8.0,7.8,116.0,0.66,-70,2018-08-30 07:15:00.000,2018-08-30 07:15:00.000,2018-08-30 06:30:00.000,2018-08-30 05:35:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
138,13,107.0,optimal,0.7,8.0,7.8,116.0,0.66,-70,2018-10-16 00:05:00.000,2018-10-16 00:05:00.000,2018-08-30 06:30:00.000,2018-08-30 05:35:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
139,13,114.0,above,0.7,8.5,8.5,119.0,0.66,-60,2018-10-16 01:25:00.000,2018-10-16 01:25:00.000,2018-10-16 00:30:00.000,2018-10-16 00:00:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
140,13,123.0,above,0.7,8.5,8.5,119.0,0.66,-60,2018-10-16 02:50:00.000,2018-10-16 02:50:00.000,2018-10-16 02:30:00.000,2018-10-16 01:50:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
141,13,105.0,optimal,0.7,8.5,8.5,119.0,0.66,-60,2018-10-16 03:30:00.000,2018-10-16 03:30:00.000,2018-10-16 03:30:00.000,2018-10-16 01:50:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
142,13,112.0,above,0.8,8.3,8.5,119.0,0.66,-60,2018-10-16 14:30:00.000,2018-10-16 14:30:00.000,2018-10-16 14:30:00.000,2018-10-16 14:15:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
143,13,123.0,above,0.8,8.3,8.0,119.0,0.66,-60,2018-10-16 15:50:00.000,2018-10-16 15:50:00.000,2018-10-16 15:30:00.000,2018-10-16 15:30:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
144,13,101.0,optimal,0.8,8.3,8.0,119.0,0.66,-60,2018-10-16 17:15:00.000,2018-10-16 17:15:00.000,2018-10-16 16:30:00.000,2018-10-16 16:10:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
145,13,108.0,optimal,0.8,7.5,8.0,119.0,0.66,-60,2018-10-16 18:40:00.000,2018-10-16 18:40:00.000,2018-10-16 18:30:00.000,2018-10-16 18:05:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
146,13,103.0,optimal,0.7,7.5,8.0,119.0,0.66,-60,2018-10-16 20:00:00.000,2018-10-16 20:00:00.000,2018-10-16 19:30:00.000,2018-10-16 19:25:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
147,13,104.0,optimal,0.7,7.5,8.0,119.0,0.66,-60,2018-10-16 21:20:00.000,2018-10-16 21:20:00.000,2018-10-16 20:30:00.000,2018-10-16 20:05:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
148,13,109.0,optimal,0.7,8.5,8.5,119.0,0.66,-60,2018-10-16 22:55:00.000,2018-10-16 22:55:00.000,2018-10-16 22:30:00.000,2018-10-16 22:00:00.000,0.065443,0.511935,0.17513900000000002,0.300027,11.1557,1.0,2
149,14,53.0,below,0.7,7.0,7.5,111.0,0.66,-10,2018-11-13 19:05:00.000,2018-11-13 19:05:00.000,2018-11-13 18:30:00.000,2018-11-13 18:10:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
150,14,91.0,below,0.7,7.0,7.5,111.0,0.66,-10,2018-11-13 19:50:00.000,2018-11-13 19:50:00.000,2018-11-13 19:30:00.000,2018-11-13 19:30:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
151,14,104.0,optimal,0.7,7.0,7.5,111.0,0.66,-10,2018-11-13 21:10:00.000,2018-11-13 21:10:00.000,2018-11-13 20:30:00.000,2018-11-13 20:30:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
152,14,91.0,below,0.7,7.0,7.5,111.0,0.66,-10,2018-11-13 22:35:00.000,2018-11-13 22:35:00.000,2018-11-13 22:30:00.000,2018-11-13 22:05:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
153,14,106.0,optimal,0.7,7.0,7.5,111.0,0.66,-10,2018-11-13 23:55:00.000,2018-11-13 23:55:00.000,2018-11-13 23:30:00.000,2018-11-13 22:55:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
154,14,97.0,below,0.7,7.0,7.5,111.0,0.66,-10,2018-11-14 01:36:00.000,2018-11-14 01:36:00.000,2018-11-14 01:30:00.000,2018-11-14 01:05:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
155,14,109.0,optimal,0.7,7.0,7.5,111.0,0.66,-10,2018-11-14 02:53:00.000,2018-11-14 02:53:00.000,2018-11-14 02:30:00.000,2018-11-14 01:50:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
156,14,97.0,below,0.7,7.0,7.5,111.0,0.66,-10,2018-11-14 04:40:00.000,2018-11-14 04:40:00.000,2018-11-14 04:30:00.000,2018-11-14 04:10:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
157,14,102.0,optimal,0.7,7.0,7.5,111.0,0.66,-10,2018-11-14 06:10:00.000,2018-11-14 06:10:00.000,2018-11-14 05:30:00.000,2018-11-14 04:55:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
158,14,99.0,optimal,0.7,7.0,7.5,111.0,0.66,-10,2018-11-14 07:35:00.000,2018-11-14 07:35:00.000,2018-11-14 07:30:00.000,2018-11-14 07:15:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
159,14,99.0,optimal,0.7,7.0,7.5,111.0,0.66,-10,2018-11-14 09:10:00.000,2018-11-14 09:10:00.000,2018-11-14 08:30:00.000,2018-11-14 08:15:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
160,14,97.0,below,0.7,7.0,7.5,111.0,0.66,-10,2018-11-14 10:35:00.000,2018-11-14 10:35:00.000,2018-11-14 10:30:00.000,2018-11-14 10:20:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
161,14,94.0,below,0.7,7.0,7.5,111.0,0.66,-10,2018-11-14 12:05:00.000,2018-11-14 12:05:00.000,2018-11-14 11:30:00.000,2018-11-14 11:05:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
162,14,114.0,above,0.7,7.0,7.5,111.0,0.66,-10,2018-11-14 13:15:00.000,2018-11-14 13:15:00.000,2018-11-14 12:30:00.000,2018-11-14 11:55:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
163,15,113.0,above,0.7,7.0,7.5,115.0,0.66,-10,2018-11-14 14:45:00.000,2018-11-14 14:45:00.000,2018-11-14 14:30:00.000,2018-11-14 14:30:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
164,15,101.0,optimal,0.7,6.5,7.5,115.0,0.66,-10,2018-11-14 16:15:00.000,2018-11-14 16:15:00.000,2018-11-14 15:30:00.000,2018-11-14 14:55:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
165,15,108.0,optimal,0.7,6.0,7.5,115.0,0.66,-10,2018-11-14 17:40:00.000,2018-11-14 17:40:00.000,2018-11-14 17:30:00.000,2018-11-14 17:05:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
166,15,100.0,optimal,0.7,6.0,8.0,115.0,0.66,-10,2018-11-14 19:10:00.000,2018-11-14 19:10:00.000,2018-11-14 18:30:00.000,2018-11-14 17:50:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
167,15,107.0,optimal,0.7,6.0,8.0,115.0,0.66,-10,2018-11-14 20:50:00.000,2018-11-14 20:55:00.000,2018-11-14 20:30:00.000,2018-11-14 20:00:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
168,15,98.0,optimal,0.7,6.0,8.0,115.0,0.66,-10,2018-11-14 22:30:00.000,2018-11-14 22:35:00.000,2018-11-14 22:30:00.000,2018-11-14 22:15:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
169,15,105.0,optimal,0.7,6.0,8.0,115.0,0.66,-10,2018-11-15 00:00:00.000,2018-11-15 00:00:00.000,2018-11-14 23:30:00.000,2018-11-14 23:05:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
170,15,107.0,optimal,0.7,6.0,8.0,115.0,0.66,-10,2018-11-15 01:40:00.000,2018-11-15 01:45:00.000,2018-11-15 01:30:00.000,2018-11-15 01:15:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
171,15,104.0,optimal,0.7,6.0,8.0,115.0,0.66,-10,2018-11-15 03:20:00.000,2018-11-15 03:21:00.000,2018-11-15 02:30:00.000,2018-11-15 02:00:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
172,15,97.0,below,0.7,6.0,8.0,115.0,0.66,-10,2018-11-15 05:05:00.000,2018-11-15 05:03:00.000,2018-11-15 04:30:00.000,2018-11-15 04:10:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
173,15,106.0,optimal,0.8,6.0,8.0,118.0,0.66,-10,2018-11-15 06:35:00.000,2018-11-15 06:35:00.000,2018-11-15 06:30:00.000,2018-11-15 05:45:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
174,15,104.0,optimal,0.8,6.0,8.0,118.0,0.66,-10,2018-11-15 08:10:00.000,2018-11-15 08:10:00.000,2018-11-15 07:30:00.000,2018-11-15 07:15:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
175,15,75.0,below,0.9,6.0,7.5,118.0,0.66,-10,2018-11-15 10:00:00.000,2018-11-15 10:00:00.000,2018-11-15 09:30:00.000,2018-11-15 08:50:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
176,15,100.0,optimal,0.9,6.5,8.0,118.0,0.66,-10,2018-11-15 11:35:00.000,2018-11-15 11:35:00.000,2018-11-15 11:30:00.000,2018-11-15 11:05:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
177,15,93.0,below,0.9,6.5,8.0,118.0,0.66,-10,2018-11-15 13:05:00.000,2018-11-15 13:05:00.000,2018-11-15 12:30:00.000,2018-11-15 11:50:00.000,0.054000000000000006,0.135,0.5870000000000001,0.28,10.4,1.0,1
178,16,131.0,above,0.9,6.5,8.0,118.0,0.66,-10,2018-11-15 15:50:00.000,2018-11-15 14:40:00.000,2018-11-15 14:30:00.000,2018-11-15 14:10:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
179,16,116.0,above,0.9,6.5,8.0,118.0,0.66,-10,2018-11-15 16:05:00.000,2018-11-15 16:05:00.000,2018-11-15 15:30:00.000,2018-11-15 15:00:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
180,16,96.0,below,0.9,6.5,8.0,118.0,0.66,-10,2018-11-15 17:35:00.000,2018-11-15 17:30:00.000,2018-11-15 17:30:00.000,2018-11-15 17:10:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
181,16,125.0,above,0.9,6.5,8.0,118.0,0.66,-10,2018-11-15 18:55:00.000,2018-11-15 18:55:00.000,2018-11-15 18:30:00.000,2018-11-15 18:00:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
182,16,101.0,optimal,0.9,6.5,8.0,118.0,0.66,-10,2018-11-15 20:30:00.000,2018-11-15 20:30:00.000,2018-11-15 20:30:00.000,2018-11-15 19:40:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
183,16,88.0,below,0.9,6.5,8.0,118.0,0.66,-10,2018-11-15 21:20:00.000,2018-11-15 21:20:00.000,2018-11-15 20:30:00.000,2018-11-15 19:40:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
184,16,81.0,below,0.9,7.0,7.5,117.0,0.66,-15,2018-11-16 01:30:00.000,2018-11-16 01:35:00.000,2018-11-16 01:30:00.000,2018-11-16 01:10:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
185,16,92.0,below,0.9,7.0,7.5,117.0,0.66,-15,2018-11-16 03:20:00.000,2018-11-16 03:20:00.000,2018-11-16 02:30:00.000,2018-11-16 02:05:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
186,16,95.0,below,0.9,7.0,7.5,117.0,0.66,-20,2018-11-16 05:00:00.000,2018-11-16 04:55:00.000,2018-11-16 04:30:00.000,2018-11-16 04:20:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
187,16,101.0,optimal,0.9,7.0,7.5,116.0,0.66,-20,2018-11-16 06:30:00.000,2018-11-16 06:30:00.000,2018-11-16 06:30:00.000,2018-11-16 05:50:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
188,16,106.0,optimal,0.9,7.0,7.5,116.0,0.66,-20,2018-11-16 07:55:00.000,2018-11-16 07:55:00.000,2018-11-16 07:30:00.000,2018-11-16 07:20:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
189,16,95.0,below,0.9,7.0,7.5,116.0,0.66,-20,2018-11-16 09:30:00.000,2018-11-16 09:30:00.000,2018-11-16 09:30:00.000,2018-11-16 09:30:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
190,16,102.0,optimal,0.9,7.0,7.5,116.0,0.66,-20,2018-11-16 11:10:00.000,2018-11-16 11:10:00.000,2018-11-16 10:30:00.000,2018-11-16 10:20:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
191,16,111.0,above,0.9,6.7,7.5,116.0,0.66,-20,2018-11-16 12:40:00.000,2018-11-16 12:40:00.000,2018-11-16 12:30:00.000,2018-11-16 12:30:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
192,16,100.0,optimal,0.9,6.7,7.5,116.0,0.66,-20,2018-11-16 14:10:00.000,2018-11-16 14:10:00.000,2018-11-16 13:30:00.000,2018-11-16 13:10:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
193,16,100.0,optimal,0.9,6.7,7.5,116.0,0.66,-40,2018-11-16 15:40:00.000,2018-11-16 15:40:00.000,2018-11-16 15:30:00.000,2018-11-16 15:20:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
194,16,98.0,optimal,0.9,6.7,7.5,116.0,0.66,-40,2018-11-16 17:20:00.000,2018-11-16 17:20:00.000,2018-11-16 16:30:00.000,2018-11-16 16:00:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
195,16,98.0,optimal,0.9,6.7,7.5,116.0,0.66,-40,2018-11-16 19:00:00.000,2018-11-16 18:55:00.000,2018-11-16 18:30:00.000,2018-11-16 16:40:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
196,16,108.0,optimal,0.9,6.7,8.0,116.0,0.66,-40,2018-11-16 20:00:00.000,2018-11-16 20:00:00.000,2018-11-16 19:30:00.000,2018-11-16 16:40:00.000,0.057003,0.34220700000000004,0.444572,0.21350500000000003,10.7861,1.0,2
197,17,83.0,below,0.7,6.5,6.0,113.0,0.66,-40,2018-11-26 16:10:00.000,2018-11-26 16:10:00.000,2018-11-26 15:30:00.000,2018-11-26 15:05:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
198,17,97.0,below,0.7,6.5,7.0,113.0,0.66,-40,2018-11-26 17:55:00.000,2018-11-26 17:55:00.000,2018-11-26 17:30:00.000,2018-11-26 17:15:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
199,17,110.0,optimal,0.7,6.2,8.0,113.0,0.66,-40,2018-11-26 19:25:00.000,2018-11-26 19:25:00.000,2018-11-26 18:30:00.000,2018-11-26 18:00:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
200,17,102.0,optimal,0.7,6.2,8.0,113.0,0.66,-40,2018-11-26 21:00:00.000,2018-11-26 21:00:00.000,2018-11-26 20:30:00.000,2018-11-26 20:15:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
201,17,111.0,above,0.7,6.2,8.0,113.0,0.66,-40,2018-11-26 22:20:00.000,2018-11-26 22:20:00.000,2018-11-26 21:30:00.000,2018-11-26 20:50:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
202,17,108.0,optimal,0.7,6.2,8.0,113.0,0.66,-40,2018-11-26 23:45:00.000,2018-11-26 23:40:00.000,2018-11-26 23:30:00.000,2018-11-26 23:00:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
203,17,108.0,optimal,0.7,6.2,8.0,113.0,0.66,-40,2018-11-27 01:15:00.000,2018-11-27 01:15:00.000,2018-11-27 00:30:00.000,2018-11-26 23:00:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
204,17,115.0,above,0.7,6.2,8.0,103.0,0.66,-40,2018-11-27 02:35:00.000,2018-11-27 02:35:00.000,2018-11-27 02:30:00.000,2018-11-27 02:15:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
205,17,115.0,above,0.7,6.2,8.0,118.0,0.66,-40,2018-11-27 04:00:00.000,2018-11-27 04:00:00.000,2018-11-27 03:30:00.000,2018-11-27 03:30:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
206,17,111.0,above,0.7,6.2,8.0,118.0,0.66,-40,2018-11-27 05:30:00.000,2018-11-27 05:20:00.000,2018-11-27 04:30:00.000,2018-11-27 04:05:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
207,17,136.0,above,0.7,6.2,8.0,118.0,0.66,-10,2018-11-27 06:45:00.000,2018-11-27 06:45:00.000,2018-11-27 06:30:00.000,2018-11-27 06:15:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
208,17,112.0,above,0.7,6.2,8.0,118.0,0.66,-10,2018-11-27 08:25:00.000,2018-11-27 08:25:00.000,2018-11-27 07:30:00.000,2018-11-27 06:50:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
209,17,109.0,optimal,0.7,6.2,8.0,118.0,0.66,-10,2018-11-27 10:05:00.000,2018-11-27 10:05:00.000,2018-11-27 09:30:00.000,2018-11-27 09:30:00.000,0.060943,0.564351,0.229223,0.197958,11.1692,1.0,3
