,bigbag_filling_duration,bigbag_weight,efficiency,class,sifter_speed_nominal_pct,steam_preasure,dd_speed,temp_out,water_pct,water_correction,id,particles_grp1,particles_grp2,particles_grp3,moisture,usage_pct,elems
272,45,410,91,below,1,6.6,10,123,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
273,40,395,99,optimal,1,6.6,10,123,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
274,45,417,92,below,1,6.6,10,123,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
275,50,408,82,below,1,6.6,10,123,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
276,40,406,101,optimal,1,6.6,10,123,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
277,45,393,87,below,1,6.6,10,123,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
278,35,300,85,below,1,6.6,10,123,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
279,35,340,97,below,1,6.6,10,123,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
280,50,417,83,below,1,6.6,10,123,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
281,45,411,91,below,1,6.6,10,124,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
282,45,420,93,below,1,6.6,10,124,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
283,45,410,91,below,1,6.6,10,124,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
284,50,420,84,below,1,6.6,10,124,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
285,45,401,89,below,1,6.6,10,124,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
286,45,406,90,below,1,6.6,10,124,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
287,45,373,83,below,1,6.6,10,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
288,55,385,70,below,1,6.6,10,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
289,35,382,109,optimal,1,6.6,10,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
290,25,255,102,optimal,1,6.6,10,121,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
291,50,416,83,below,1,6.6,10,121,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
292,50,400,80,below,1,6.6,10,121,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
293,40,399,100,optimal,1,6.6,10.5,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
294,45,395,88,below,1,6.6,10.5,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
295,45,401,89,below,1,6.6,10.5,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
296,40,393,98,optimal,1,6.6,10.5,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
297,45,394,88,below,1,6.6,11,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
298,45,390,87,below,1,6.6,11,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
299,40,390,98,optimal,1,6.6,11,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
300,45,388,86,below,1,6.6,11,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
301,30,318,106,optimal,1,6.6,11,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
302,45,423,94,below,1,6.6,11,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
303,50,404,80,below,1,6.6,10,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
304,60,423,70,below,1,6.6,10,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
305,50,422,84,below,1,6.6,10,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
306,50,428,85,below,1,6.6,10,122,0.66,-40,12,0.87148,0.12852,0,12.5954,1,5
307,45,402,90,below,1,6.6,10,122,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
308,60,437,72,below,1,6.3,9,119,0.66,-50,13,0.720975,0.280025,0,12.025,1.001,4
309,50,422,84,below,1,6.3,9,119,0.66,-50,13,0.720975,0.280025,0,12.025,1.001,4
310,50,400,80,below,1,6.3,9,119,0.66,-50,13,0.720975,0.280025,0,12.025,1.001,4
311,45,352,78,below,1,6.3,9,119,0.66,-50,13,0.720975,0.280025,0,12.025,1.001,4
312,50,440,88,below,1,6.5,9,118,0.66,-50,13,0.720975,0.280025,0,12.025,1.001,4
313,50,406,81,below,1,6.5,9,118,0.66,-50,13,0.720975,0.280025,0,12.025,1.001,4
314,50,403,81,below,1,6.3,9,119,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
315,50,412,82,below,1,6.7,9.5,121,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
316,45,406,90,below,1,6.5,9.5,120,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
317,50,404,81,below,1,6.5,10,120,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
318,50,397,79,below,1,6.5,10,120,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
319,45,409,91,below,1,6.5,10,120,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
320,45,416,92,below,1,6.7,10,122,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
321,50,417,83,below,1,6.9,10,122,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
322,50,450,90,below,1,6.5,10,121,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
323,45,438,97,below,1,6.5,10,121,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
324,50,437,87,below,1,6.5,10,121,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
325,50,437,87,below,1,6.5,10,121,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
326,40,419,105,optimal,1,7.5,10,122,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
327,50,420,89,below,1,6.5,10,121,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
328,50,409,82,below,1,6.5,10,121,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
329,40,416,104,optimal,1,7.5,10,122,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
330,45,393,87,below,1,6.5,10,121,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
331,35,383,109,optimal,1,6.5,10,121,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
332,50,414,83,below,1,7.6,10,122,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
333,35,369,105,optimal,1,7.6,10,122,0.66,-40,13,0.720975,0.280025,0,12.025,1.001,4
334,55,395,71,below,1,6.3,9,119,0.66,-50,14,0.7225,0.2775,0,11.95,1,3
335,45,400,88,below,1,6.3,9,119,0.66,-50,14,0.7225,0.2775,0,11.95,1,3
336,54,374,83,below,1,6.3,9,119,0.66,-50,14,0.7225,0.2775,0,11.95,1,3
337,55,450,81,below,1,6.5,9,118,0.66,-50,14,0.7225,0.2775,0,11.95,1,3
338,50,409,81,below,1,6.5,9,118,0.66,-50,14,0.7225,0.2775,0,11.95,1,3
339,45,402,89,below,1,6.3,9,119,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
340,45,382,85,below,1,6.7,9.5,121,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
341,45,390,87,below,1,6.5,9.5,120,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
342,50,396,79,below,1,6.5,10,120,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
343,40,384,96,below,1,6.5,10,120,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
344,50,392,78,below,1,6.5,10,120,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
345,45,391,87,below,1,6.7,10,122,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
346,45,430,95,below,1,6.9,10,122,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
347,45,440,98,optimal,1,6.9,10,122,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
348,35,371,106,optimal,1,6.5,10,121,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
349,35,272,77,below,1,6.5,10,121,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
350,40,399,100,optimal,1,6.5,10,121,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
351,55,426,77,below,1,6.5,10,121,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
352,40,418,105,optimal,1,7.5,10,122,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
353,40,414,104,optimal,1,7.5,10,122,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
354,45,421,94,below,1,6.5,10,121,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
355,45,413,92,below,1,7.5,10,122,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
356,45,405,90,below,1,6.5,10,121,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
357,40,402,100,optimal,1,6.5,10,121,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
358,50,405,81,below,1,7.6,10,122,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
359,35,393,112,above,1,7.6,10,122,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
360,50,411,82,below,1,6.5,10,121,0.66,-40,14,0.7225,0.2775,0,11.95,1,3
361,40,420,105,optimal,1,6.5,10,121,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
362,50,414,82,below,1,6.5,9.5,121,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
363,45,389,86,below,1,6.5,9.5,121,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
364,50,398,79,below,1,6.5,9.5,121,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
365,45,389,86,below,1,6.5,9.5,121,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
366,50,403,80,below,1,6.5,9.5,121,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
367,50,418,83,below,1,6.5,9.5,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
368,50,401,80,below,1,7.6,9.5,128,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
369,50,387,86,below,1,6.5,9.5,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
370,45,397,88,below,1,6.5,9.5,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
371,45,390,87,below,1,7.6,9.5,128,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
372,50,378,75,below,1,7.6,9.5,128,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
373,50,391,78,below,1,7.6,10,128,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
374,35,402,115,above,1,7.6,10,128,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
375,45,397,88,below,1,7.6,10,128,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
376,50,390,97,below,1,7.6,10,128,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
377,45,409,91,below,1,7.6,10,128,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
378,40,412,103,optimal,1,7.6,10,128,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
379,45,417,93,below,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
380,45,420,93,below,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
381,45,420,93,below,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
382,45,396,88,below,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
383,40,402,101,optimal,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
384,40,395,99,optimal,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
385,50,372,74,below,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
386,40,395,99,optimal,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
387,40,379,94,below,1,7.6,10,123,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
388,40,397,99,optimal,1,7.6,10,123,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
389,40,370,93,below,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
390,45,373,83,below,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
391,40,364,91,below,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
392,40,320,80,below,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
393,40,364,91,below,1,6.5,10,122,0.66,-40,15,0.669715,0.330285,0,12.4104,1,4
394,50,429,85,below,1,6.5,10,121,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
395,50,435,87,below,1,6.5,9.5,121,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
396,55,428,77,below,1,6.5,9.5,121,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
397,50,455,91,below,1,6.5,9.5,121,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
398,55,442,80,below,1,6.5,9.5,121,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
399,55,430,77,below,1,6.5,9.5,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
400,55,423,76,below,1,7.6,9.5,128,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
401,50,447,89,below,1,6.5,9.5,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
402,50,434,87,below,1,6.5,9.5,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
403,50,403,81,below,1,7.6,9.5,128,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
404,50,414,83,below,1,7.6,9.5,128,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
405,45,403,90,below,1,7.6,10,128,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
406,45,416,92,below,1,7.6,10,128,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
407,45,419,93,below,1,7.6,10,128,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
408,45,412,92,below,1,7.6,10,128,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
409,50,428,86,below,1,7.6,10,128,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
410,40,396,99,optimal,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
411,40,386,96,below,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
412,40,350,87,below,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
413,35,334,95,below,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
414,70,421,60,below,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
415,25,406,162,above,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
416,45,415,92,below,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
417,45,418,93,below,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
418,50,420,82,below,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
419,40,415,104,optimal,1,7.6,10,123,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
420,50,418,84,below,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
421,60,422,70,below,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
422,35,425,121,above,1,6.5,10,122,0.66,-40,16,0.68782,0.31218,0,12.2759,1,6
423,45,437,97,below,1,7.6,9.5,128,0.66,-40,18,0.61474,0.38426,0,12.6873,0.999,3
424,45,398,88,below,1,6.5,10,122,0.66,-40,18,0.61474,0.38426,0,12.6873,0.999,3
425,45,409,90,below,1,7.6,10,123,0.66,-40,18,0.61474,0.38426,0,12.6873,0.999,3
426,55,434,78,below,1,7.6,10,123,0.66,-40,18,0.61474,0.38426,0,12.6873,0.999,3
427,45,435,96,below,1,7.6,10,123,0.66,-40,18,0.61474,0.38426,0,12.6873,0.999,3
428,45,430,95,below,1,6.5,10,122,0.66,-40,18,0.61474,0.38426,0,12.6873,0.999,3
429,50,441,88,below,1,7.6,10,123,0.66,-40,18,0.61474,0.38426,0,12.6873,0.999,3
430,40,386,96,below,1,7.6,10,123,0.66,-50,18,0.61474,0.38426,0,12.6873,0.999,3
431,50,449,89,below,1,7.6,10,123,0.66,-50,18,0.61474,0.38426,0,12.6873,0.999,3
433,50,413,83,below,1,7.6,10,123,0.66,-40,18,0.61474,0.38426,0,12.6873,0.999,3
434,35,420,120,above,1,6.5,10,122,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
435,50,426,85,below,1,7.6,10,123,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
436,50,440,88,below,1,7.6,10,123,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
437,45,440,97,below,1,7.6,10,123,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
438,45,423,94,below,1,7.6,10,123,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
439,55,432,78,below,1,7.6,10,123,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
440,40,417,104,optimal,1,7.6,10,123,0.66,-50,17,0.603085,0.396915,0,12.7,1,4
441,45,430,95,below,1,7.6,10,123,0.66,-50,17,0.603085,0.396915,0,12.7,1,4
442,45,457,101,optimal,1,6.5,10,122,0.66,-50,17,0.603085,0.396915,0,12.7,1,4
443,30,422,141,above,1,7.6,10,123,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
444,45,401,89,below,1,7.6,10,123,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
445,40,400,100,optimal,1,7.6,10,123,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
446,45,405,90,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
447,40,402,100,optimal,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
448,45,392,87,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
449,40,405,101,optimal,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
450,45,395,88,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
451,45,404,90,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
452,35,362,103,optimal,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
453,30,282,94,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
454,35,332,95,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
455,45,399,88,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
456,40,407,117,above,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
457,45,412,91,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
458,40,416,104,optimal,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
459,45,409,91,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
460,40,388,97,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
461,45,400,89,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
462,45,406,90,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
463,40,382,96,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
464,40,378,95,below,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
465,30,299,100,optimal,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
466,30,324,108,optimal,1,7.6,10,124,0.66,-40,17,0.603085,0.396915,0,12.7,1,4
467,50,402,80,below,1,6.5,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
468,50,395,79,below,1,6.5,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
469,50,403,81,below,1,6.5,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
470,45,375,83,below,1,6.5,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
471,40,320,80,below,1,6.3,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
472,45,317,70,below,1,6.3,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
473,45,385,86,below,1,6.3,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
474,50,390,76,below,1,6.3,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
475,45,392,87,below,1,6.2,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
476,50,419,83,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
477,50,415,83,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
478,45,415,92,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
479,45,440,97,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
480,45,426,94,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
481,50,436,87,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
482,45,432,96,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
483,50,447,89,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
484,50,452,91,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
485,45,440,98,optimal,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
486,60,441,73,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
487,45,448,99,optimal,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
488,45,461,102,optimal,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
489,50,448,90,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
490,55,452,82,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
491,40,441,110,optimal,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
492,50,420,84,below,1,6,10,120,0.66,-40,19,0.68731,0.31269,0,12.157,1,3
493,50,427,85,below,1,6,10,120,0.66,-40,20,0.595,0.405,0,12.7,1,1
494,45,409,91,below,1,6,10,120,0.66,-40,20,0.595,0.405,0,12.7,1,1
495,60,437,73,below,1,6.2,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
496,40,418,104,optimal,1,6.2,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
497,40,401,100,optimal,1,6.2,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
498,40,393,98,optimal,1,6.2,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
499,50,419,84,below,1,6.1,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
500,40,371,93,below,1,6.1,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
501,40,329,82,below,1,6.1,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
502,35,330,94,below,1,6.1,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
503,30,324,108,optimal,1,6.1,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
504,55,419,76,below,1,6.1,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
505,45,446,99,optimal,1,6.1,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
506,45,408,90,below,1,6.1,10,121,0.66,-40,20,0.595,0.405,0,12.7,1,1
507,50,426,85,below,1,6.1,10,120,0.66,-40,20,0.595,0.405,0,12.7,1,1
508,45,422,93,below,1,6.1,10,120,0.66,-40,20,0.595,0.405,0,12.7,1,1
509,35,402,115,above,1,6.1,10,120,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
510,45,419,93,below,1,6.3,10,122,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
511,40,430,107,optimal,1,6.3,10,122,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
512,55,418,76,below,1,6.3,10,122,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
513,45,427,95,below,1,6.3,10,122,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
514,15,101,67,below,1,6.3,10.5,122,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
515,40,424,106,optimal,1,6.4,10.5,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
516,45,424,94,below,1,6.4,10.5,122,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
517,40,412,103,optimal,1,6.4,10.5,122,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
518,45,428,95,below,1,6.4,10.5,122,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
519,45,421,93,below,1,6.4,10.5,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
520,50,412,82,below,1,6.4,10.5,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
521,40,415,103,optimal,1,6.4,10.5,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
522,45,429,95,below,1,6.4,10.5,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
523,40,410,102,optimal,1,6.4,10.5,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
524,45,418,92,below,1,6.4,10.5,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
525,45,418,92,below,1,6.6,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
526,40,426,106,optimal,1,6.6,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
527,45,408,90,below,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
528,40,397,99,optimal,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
529,50,404,80,below,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
530,40,400,101,optimal,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
531,45,421,93,below,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
532,45,422,94,below,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
533,50,436,87,below,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
534,45,447,99,optimal,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
535,40,428,107,optimal,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
536,45,405,90,below,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
537,40,406,101,optimal,1,6.7,11,121,0.66,-40,21,0.64302,0.35698,0,12.7,1,2
